@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
6963,'2016/09/28 23:46:41:612',29,1.308739,-0.742212,-0.484495,-0.315922,0.709199,-0.412791,-0.158701,0.118959,0.095349,0.237944,0.170137,0.271213,0.247179,1
6964,'2016/09/28 23:46:41:628',29,1.35395,-0.798114,-0.397693,-0.340066,0.635889,-0.335804,-0.171225,0.056035,0.116015,0.252763,0.13415,0.301495,0.251796,1
6965,'2016/09/28 23:46:41:645',29,1.343906,-0.657111,-0.400784,-0.339913,0.745398,-0.400227,-0.148657,0.04279,0.119078,0.265597,0.151825,0.272363,0.235104,1
6966,'2016/09/28 23:46:41:666',29,1.423224,-0.723939,-0.358461,-0.332353,0.697533,-0.32911,-0.180584,0.05094,0.13284,0.244175,0.211159,0.287532,0.248297,1
6967,'2016/09/28 23:46:41:678',29,1.350216,-0.664172,-0.426648,-0.312486,0.729134,-0.364984,-0.150368,0.049365,0.101992,0.229296,0.22671,0.230387,0.27977,1
6968,'2016/09/28 23:46:41:695',29,1.293926,-0.657045,-0.352242,-0.443199,0.734044,-0.345813,-0.203758,0.044075,0.102067,0.260563,0.175834,0.253361,0.251959,1
6969,'2016/09/28 23:46:41:712',29,1.374158,-0.615817,-0.443745,-0.397119,0.688626,-0.26785,-0.259704,0.050795,0.080434,0.332841,0.151268,0.248447,0.275075,1
6970,'2016/09/28 23:46:41:728',29,1.400632,-0.567312,-0.448193,-0.379465,0.772017,-0.34357,-0.202049,0.022654,0.153151,0.254817,0.202945,0.254066,0.264938,1
6971,'2016/09/28 23:46:41:745',29,1.343891,-0.443997,-0.431164,-0.419868,0.772866,-0.329305,-0.184046,0.006858,0.107872,0.380389,0.14792,0.194782,0.350231,1
6972,'2016/09/28 23:46:41:761',29,1.267807,-0.517234,-0.289186,-0.341343,0.638409,-0.41808,-0.071816,-0.038126,0.069403,0.376806,0.323442,0.120137,0.289438,1
6973,'2016/09/28 23:46:45:162',30,0.81866,-0.167563,-0.035057,-0.021754,0.203721,0.191934,0.185635,0.217972,0.378595,0.262093,0.325029,0.243885,0.221274,2
6974,'2016/09/28 23:46:45:179',30,0.774783,-0.019471,0.084959,0.180358,0.328549,0.361038,0.260531,0.473031,0.444563,0.164447,0.326947,0.10589,0.237659,2
6975,'2016/09/28 23:46:45:205',30,0.722326,-0.113347,0.02197,0.159413,0.417444,0.360959,0.203009,0.234767,0.388851,0.186589,0.309082,0.457316,0.402131,2
6976,'2016/09/28 23:46:45:212',30,0.702921,-0.202311,0.095231,0.120776,0.234866,0.329423,0.269247,0.259409,0.50892,0.39596,0.394294,0.303856,0.146644,2
6977,'2016/09/28 23:46:45:228',30,0.952532,0.075406,0.193542,0.152488,0.212462,0.202751,0.255208,0.250426,0.291461,0.295186,0.352315,0.349888,0.158048,2
6978,'2016/09/28 23:46:45:248',30,0.698682,-0.225219,-0.072968,-0.074541,0.16372,0.258488,0.209046,0.274428,0.422651,0.542495,0.440728,0.485493,0.484506,2
6979,'2016/09/28 23:46:45:262',30,0.883754,0.10928,0.356302,0.181323,0.171769,0.395388,0.288853,0.160665,0.133924,0.160733,0.20614,0.376514,0.295274,2
6980,'2016/09/28 23:46:45:279',30,0.843644,0.053407,0.027818,0.070376,0.280385,0.312485,0.273228,0.234486,0.37171,0.173444,0.269831,0.424261,0.28404,2
6981,'2016/09/28 23:46:45:295',30,0.921923,0.02914,0.15554,0.264529,0.292858,0.292213,0.218398,0.255011,0.303653,0.106852,0.078046,0.240733,0.352452,2
6982,'2016/09/28 23:46:45:312',30,0.929,0.035493,0.12585,0.151532,0.170336,0.226386,0.18986,0.357407,0.326469,0.283188,0.282232,0.354852,0.255119,2
6983,'2016/09/28 23:46:45:330',30,0.818735,-0.066818,0.183644,0.018391,0.18479,0.178526,0.213332,0.352698,0.410809,0.388834,0.289521,0.263633,0.231383,2
6984,'2016/09/28 23:46:45:347',30,0.982632,0.123407,0.191519,0.062662,0.193246,0.09515,0.230949,0.335931,0.404074,0.229468,0.191745,0.305664,0.394924,2
6985,'2016/09/28 23:46:45:363',30,0.916828,0.158584,0.269819,0.008616,0.191273,0.27354,0.234725,0.294111,0.372723,0.323903,0.185355,0.20047,0.330085,2
6986,'2016/09/28 23:46:45:379',30,0.942246,0.024184,0.146449,0.004565,0.344856,0.2157,0.225897,0.314008,0.356344,0.381564,0.212656,0.220994,0.181646,2
6987,'2016/09/28 23:46:45:395',30,0.742928,-0.053096,0.352809,0.248514,0.472413,0.273798,0.124321,0.171198,0.24519,0.310432,0.299021,0.367345,0.21937,2
6988,'2016/09/28 23:46:45:412',30,0.700898,0.145772,0.455093,0.311968,0.479831,0.132965,0.165202,0.38972,0.225235,0.039414,0.149967,0.29066,0.297687,2
6989,'2016/09/28 23:46:45:429',30,0.891282,0.020944,0.196431,-0.058419,0.291918,0.09388,0.071892,0.206226,0.265915,0.28072,0.345703,0.303305,0.355325,2
6990,'2016/09/28 23:46:45:445',30,0.686934,-0.08538,0.335221,0.141499,0.328701,0.283352,0.11032,0.291146,0.315435,0.381376,0.321734,0.243302,0.344754,2
6991,'2016/09/28 23:46:45:462',30,0.746157,0.036437,0.333438,0.254162,0.410667,-0.016483,0.174577,0.404437,0.3767,0.184072,0.313224,0.33442,0.301147,2
6992,'2016/09/28 23:46:45:479',30,0.686449,-0.129189,0.340752,-0.017409,0.113695,0.107654,0.088075,0.32147,0.478808,0.391339,0.330356,0.406616,0.291276,2
6993,'2016/09/28 23:46:45:496',30,0.808856,-0.075038,0.268094,-0.074952,0.230294,0.275488,0.042439,0.137756,0.496724,0.389671,0.318532,0.46285,0.307539,2
6994,'2016/09/28 23:46:45:513',30,0.836273,-0.13605,0.124638,-0.183535,0.220808,0.102987,0.006346,0.354626,0.557395,0.303936,0.364487,0.441397,0.289995,2
6995,'2016/09/28 23:46:45:530',30,0.856656,0.046544,0.396926,0.128961,0.332515,0.291327,0.135258,0.310785,0.338772,0.199472,0.142175,0.225176,0.172862,2
6996,'2016/09/28 23:46:45:546',30,0.80281,-0.306905,0.007036,0.244769,0.518549,0.29449,0.261547,0.211708,0.381108,0.389033,0.398259,0.228459,0.161258,2
6997,'2016/09/28 23:46:45:563',30,0.955071,-0.046565,0.110228,0.187488,0.456584,0.258885,0.004964,0.091257,0.325207,0.185954,0.194099,0.305569,0.351849,2
6998,'2016/09/28 23:46:45:589',30,0.864943,0.150569,0.243848,0.099585,0.071876,0.111955,0.21691,0.065593,0.306125,0.35774,0.339808,0.418314,0.303847,2
6999,'2016/09/28 23:46:45:595',30,0.694678,0.031146,0.190195,0.387041,0.186097,0.145303,0.106325,0.072717,0.409431,0.371627,0.381204,0.395995,0.452077,2
7000,'2016/09/28 23:46:45:613',30,0.782424,0.238614,0.29314,0.236923,0.276705,0.401497,0.111724,0.070366,0.321205,0.24889,0.189484,0.258944,0.386293,2
7001,'2016/09/28 23:46:45:629',30,0.881423,0.321995,0.294974,0.240263,0.220106,0.316919,0.14621,0.09304,0.405686,0.339927,0.201825,0.373276,0.130102,2
7002,'2016/09/28 23:46:45:646',30,0.686947,0.000062,0.293383,0.18641,0.101231,0.489222,0.287101,0.158647,0.476042,0.323343,0.20529,0.459323,0.178851,2
7003,'2016/09/28 23:46:45:663',30,0.958834,0.474419,0.518326,0.027284,-0.14573,0.206754,0.020743,0.035344,0.624533,0.339125,0.173188,0.428315,0.200934,2
7004,'2016/09/28 23:46:45:681',30,2.069668,0.463439,-0.418469,-0.479528,0.048273,0.18202,0.046542,-0.074514,0.189366,0.177906,0.053472,0.244732,0.327408,2
7005,'2016/09/28 23:46:45:696',30,2.218159,0.383931,-0.657781,-0.663709,0.370996,-0.135882,-0.064917,0.147665,0.03868,0.466194,-0.056288,-0.088645,0.319315,2
7006,'2016/09/28 23:46:45:712',30,2.170521,0.291209,-0.718614,-0.540296,0.415232,-0.179109,-0.014191,0.055326,0.124843,0.382412,-0.048869,0.271022,0.203924,2
7007,'2016/09/28 23:46:45:731',30,2.035922,0.356837,-0.603042,-0.943397,0.549248,-0.180288,-0.09024,0.182794,-0.052416,0.419946,-0.152056,0.191362,0.302998,2
7008,'2016/09/28 23:46:45:745',30,2.064189,0.454365,-0.678765,-0.93263,0.3649,-0.155667,-0.030845,0.060666,0.04334,0.300264,-0.202725,0.30436,0.235921,2
7009,'2016/09/28 23:46:45:763',30,2.13998,0.350181,-0.685657,-0.775055,0.321207,-0.160997,0.075833,0.040585,-0.031747,0.374822,-0.160575,0.245401,0.279528,2
7010,'2016/09/28 23:46:45:780',30,2.087451,0.463391,-0.689618,-0.855921,0.348141,-0.098592,0.053183,-0.028697,0.076904,0.260248,-0.224788,0.388063,0.282523,2
7011,'2016/09/28 23:46:45:796',30,2.02717,0.460191,-0.614558,-0.887332,0.306807,-0.136088,0.169947,-0.032484,-0.1085,0.346662,-0.027805,0.19827,0.257504,2
7012,'2016/09/28 23:46:45:812',30,2.086122,0.347989,-0.587139,-0.853837,0.19004,-0.03484,0.016797,0.084121,0.085948,0.248418,-0.206067,0.348601,0.27955,2
7013,'2016/09/28 23:46:45:829',30,2.082809,0.289366,-0.678632,-0.853747,0.221726,-0.070693,-0.017386,0.019682,0.155281,0.210162,-0.236454,0.387261,0.164855,2
7014,'2016/09/28 23:46:45:846',30,2.061254,0.314192,-0.682793,-0.876905,0.309629,-0.157232,0.098728,0.072478,-0.012432,0.38533,-0.144319,0.300152,0.184274,2
7015,'2016/09/28 23:46:45:863',30,2.045501,0.378946,-0.635254,-0.854647,0.361872,-0.174328,0.045431,0.170702,0.038676,0.263576,-0.151217,0.288833,0.280253,2
7016,'2016/09/28 23:46:45:880',30,1.99685,0.281562,-0.609822,-0.781185,0.4069,-0.307248,0.0598,0.295092,-0.07654,0.285511,-0.147097,0.271377,0.313943,2
7017,'2016/09/28 23:46:45:896',30,1.927724,0.168661,-0.627255,-0.801121,0.310912,-0.178977,0.054445,0.246442,-0.036505,0.211117,-0.075858,0.382355,0.226383,2
7018,'2016/09/28 23:46:45:913',30,1.964211,0.306726,-0.687849,-0.820665,0.371671,-0.183596,0.055544,0.241017,-0.058632,0.301178,-0.13556,0.38375,0.220533,2
7019,'2016/09/28 23:46:45:930',30,1.979083,0.291315,-0.651703,-0.7891,0.373089,-0.23718,0.026398,0.23502,-0.026887,0.307097,-0.180249,0.375576,0.205303,2
7020,'2016/09/28 23:46:45:946',30,1.977719,0.253976,-0.674011,-0.836723,0.387249,-0.270549,0.031819,0.254238,-0.01838,0.297974,-0.154143,0.430258,0.194239,2
7021,'2016/09/28 23:46:45:963',30,1.969229,0.398059,-0.570765,-0.942325,0.243516,-0.21518,0.107617,0.251934,-0.082046,0.161386,-0.111958,0.484318,0.224025,2
7022,'2016/09/28 23:46:45:979',30,2.026681,0.336644,-0.717248,-0.752203,0.241667,-0.236083,0.078306,0.146847,-0.034253,0.272288,-0.193534,0.44151,0.147012,2
7023,'2016/09/28 23:46:45:997',30,1.992483,0.349077,-0.666509,-0.852966,0.329758,-0.202986,0.077028,0.140107,0.018061,0.235801,-0.08673,0.380543,0.277064,2
7024,'2016/09/28 23:46:46:013',30,2.026366,0.404474,-0.646348,-0.792698,0.419471,-0.259869,-0.026659,0.241531,-0.049722,0.232051,-0.122538,0.463149,0.145214,2
7025,'2016/09/28 23:46:46:030',30,2.019698,0.430881,-0.648142,-0.822526,0.362138,-0.178115,0.017278,0.092414,-0.050604,0.360592,-0.17524,0.355022,0.221031,2
7026,'2016/09/28 23:46:46:046',30,2.041366,0.412246,-0.624352,-0.862502,0.253901,-0.157394,0.060138,0.065393,-0.016829,0.259342,-0.121222,0.413101,0.192865,2
7027,'2016/09/28 23:46:46:066',30,2.053563,0.391397,-0.546573,-0.89335,0.250083,-0.154218,0.059873,0.083279,-0.03376,0.301831,-0.138382,0.392643,0.194098,2
7028,'2016/09/28 23:46:46:079',30,1.966019,0.415672,-0.54193,-0.89144,0.338538,-0.230936,0.110961,-0.011322,0.046381,0.332454,-0.161522,0.412823,0.151837,2
7029,'2016/09/28 23:46:46:096',30,1.995674,0.397527,-0.634406,-0.816306,0.308091,-0.180185,-0.017272,0.115588,0.029055,0.308046,-0.167917,0.428897,0.211833,2
7030,'2016/09/28 23:46:46:112',30,1.994377,0.388181,-0.617915,-0.903162,0.374262,-0.278297,0.109571,0.039138,-0.018336,0.399969,-0.256251,0.414218,0.247502,2
7031,'2016/09/28 23:46:46:129',30,1.961711,0.370913,-0.617658,-0.934708,0.312497,-0.230837,0.12448,0.011354,-0.023823,0.338514,-0.211974,0.471442,0.220397,2
7032,'2016/09/28 23:46:46:146',30,2.000154,0.437669,-0.698814,-0.945694,0.355125,-0.220799,0.114137,-0.031657,0.028444,0.357867,-0.213059,0.461505,0.191235,2
7033,'2016/09/28 23:46:46:163',30,1.977056,0.392254,-0.596235,-0.987594,0.370075,-0.136945,0.035308,0.022052,0.03268,0.322946,-0.232975,0.512157,0.216971,2
7034,'2016/09/28 23:46:46:180',30,2.01564,0.30794,-0.491302,-1.062351,0.41835,-0.183034,0.116718,-0.012236,0.009572,0.343935,-0.182439,0.438034,0.215396,2
7035,'2016/09/28 23:46:46:195',30,2.015681,0.404468,-0.593627,-0.978642,0.353855,-0.18375,0.165869,0.020899,-0.099643,0.416817,-0.13904,0.301383,0.292374,2
7036,'2016/09/28 23:46:46:212',30,1.944389,0.424697,-0.564943,-1.032926,0.393829,-0.212143,0.112175,0.11296,-0.090568,0.341423,-0.176126,0.389178,0.27046,2
7037,'2016/09/28 23:46:46:229',30,1.95839,0.495828,-0.642715,-1.077002,0.456514,-0.176984,0.046024,0.050253,0.041535,0.281981,-0.169129,0.411789,0.244121,2
7038,'2016/09/28 23:46:46:246',30,1.970187,0.327781,-0.604554,-1.104877,0.469741,-0.165404,-0.015203,0.073159,-0.003386,0.34984,-0.201929,0.366384,0.317484,2
7039,'2016/09/28 23:46:46:264',30,1.963555,0.297924,-0.63642,-0.973907,0.287752,-0.083059,0.067949,0.000485,-0.038156,0.343906,-0.144311,0.410007,0.249012,2
7040,'2016/09/28 23:46:46:280',30,1.986598,0.241885,-0.634588,-0.99433,0.449959,-0.191826,0.029811,0.102975,-0.071765,0.323399,-0.137156,0.398671,0.256497,2
7041,'2016/09/28 23:46:46:301',30,2.010341,0.299362,-0.741715,-0.940887,0.445388,-0.169384,0.057851,0.118326,-0.047904,0.311563,-0.079886,0.365452,0.308837,2
7042,'2016/09/28 23:46:46:313',30,1.980443,0.282001,-0.633845,-0.950641,0.42163,-0.210904,0.177137,0.081983,-0.104615,0.358202,-0.118981,0.373191,0.235385,2
7043,'2016/09/28 23:46:46:329',30,2.002715,0.258243,-0.700372,-0.89811,0.40851,-0.227747,0.145471,0.141423,-0.10146,0.351422,-0.056611,0.322605,0.280816,2
7044,'2016/09/28 23:46:46:346',30,1.954212,0.359819,-0.616438,-1.045773,0.37112,-0.16112,0.207382,0.025224,-0.041972,0.376862,-0.127241,0.368595,0.20777,2
7045,'2016/09/28 23:46:46:363',30,1.966732,0.412969,-0.605519,-1.025614,0.318079,-0.17007,0.295366,-0.046315,-0.04168,0.377264,-0.131421,0.345398,0.219119,2
7046,'2016/09/28 23:46:46:380',30,1.958748,0.45328,-0.668348,-1.020328,0.306004,-0.143114,0.186911,0.042126,-0.078511,0.354786,-0.114652,0.334035,0.227697,2
7047,'2016/09/28 23:46:46:396',30,1.942889,0.447542,-0.708645,-1.034852,0.30106,-0.182039,0.215395,-0.028425,-0.178311,0.487043,-0.131646,0.261069,0.199952,2
7048,'2016/09/28 23:46:46:413',30,2.00042,0.312009,-0.615632,-1.026692,0.345391,-0.223538,0.112918,0.121183,-0.097783,0.412409,-0.147768,0.260021,0.392182,2
7049,'2016/09/28 23:46:46:430',30,1.977723,0.428448,-0.602421,-0.956765,0.335003,-0.185782,0.075853,0.091659,-0.023836,0.419537,-0.162118,0.207629,0.368112,2
7050,'2016/09/28 23:46:46:446',30,1.965759,0.343025,-0.594701,-0.846821,0.288719,-0.228361,0.070991,0.13476,-0.006867,0.371529,-0.204413,0.28049,0.394824,2
7051,'2016/09/28 23:46:46:463',30,1.957969,0.422324,-0.601153,-0.917784,0.409304,-0.287892,0.139698,0.081905,0.006008,0.331678,-0.150427,0.320584,0.316941,2
7052,'2016/09/28 23:46:46:480',30,1.995267,0.3515,-0.552833,-0.922622,0.348656,-0.131894,0.039559,0.036518,0.041649,0.337655,-0.187815,0.349289,0.289915,2
7053,'2016/09/28 23:46:46:496',30,1.984468,0.395207,-0.575947,-0.949221,0.328535,-0.104328,0.065899,0.056594,-0.096747,0.390496,-0.095398,0.289104,0.264728,2
7054,'2016/09/28 23:46:46:513',30,1.961092,0.343838,-0.532821,-0.976547,0.295419,-0.063978,0.058141,0.004719,-0.039951,0.35217,-0.111133,0.331778,0.322381,2
7055,'2016/09/28 23:46:46:530',30,1.970093,0.358168,-0.568313,-0.918338,0.2882,-0.029911,0.028049,-0.035574,0.008449,0.346016,-0.085221,0.316475,0.22487,2
7056,'2016/09/28 23:46:46:546',30,2.015866,0.331543,-0.556587,-0.881384,0.355933,-0.067447,-0.089801,0.109973,0.043027,0.321539,-0.101571,0.331231,0.263638,2
7057,'2016/09/28 23:46:46:563',30,1.941616,0.411476,-0.566235,-0.897166,0.310507,-0.107169,0.01833,0.099961,-0.00892,0.338849,-0.067807,0.33002,0.256774,2
7058,'2016/09/28 23:46:46:580',30,1.990582,0.321311,-0.584133,-0.921336,0.285747,-0.096533,0.017396,0.060878,-0.017342,0.308779,-0.031618,0.267605,0.259234,2
7059,'2016/09/28 23:46:46:596',30,2.016625,0.419352,-0.688057,-0.910571,0.26513,-0.152084,0.131372,0.067008,-0.157834,0.376817,-0.034929,0.269127,0.258811,2
7060,'2016/09/28 23:46:46:613',30,2.015877,0.403379,-0.711594,-0.922784,0.347986,-0.159727,0.11397,0.094415,-0.053679,0.28825,-0.003106,0.314586,0.166682,2
7061,'2016/09/28 23:46:46:629',30,2.074888,0.385539,-0.71418,-0.935981,0.378977,-0.123358,0.060461,0.155321,-0.098259,0.323515,0.003573,0.232825,0.260442,2
7062,'2016/09/28 23:46:46:646',30,1.995673,0.445476,-0.761585,-0.901091,0.42715,-0.193767,0.117753,0.071958,-0.008479,0.33129,-0.118668,0.360303,0.217898,2
7063,'2016/09/28 23:46:46:663',30,2.026945,0.446111,-0.72446,-0.93595,0.404943,-0.145779,0.070391,0.125016,-0.11942,0.360108,-0.069881,0.289239,0.269886,2
7064,'2016/09/28 23:46:46:679',30,1.999231,0.442216,-0.688739,-0.956361,0.368288,-0.098564,-0.015238,0.093354,0.011864,0.194434,-0.097104,0.401031,0.212105,2
7065,'2016/09/28 23:46:46:696',30,2.033655,0.272868,-0.617763,-0.876547,0.366415,-0.125528,-0.007816,0.054487,-0.000779,0.282478,-0.073554,0.310342,0.262089,2
7066,'2016/09/28 23:46:46:712',30,2.05797,0.45166,-0.720237,-0.857239,0.38853,-0.231882,0.136967,0.083585,-0.120559,0.351263,-0.015749,0.279992,0.268773,2
7067,'2016/09/28 23:46:46:729',30,2.039613,0.434016,-0.56546,-0.978072,0.272355,-0.010024,0.055688,0.002305,-0.02746,0.31884,0.042554,0.225451,0.2965,2
7068,'2016/09/28 23:46:46:746',30,2.024271,0.380408,-0.581777,-0.961236,0.323781,-0.080186,0.054965,0.034063,-0.070755,0.388403,-0.001411,0.245764,0.28638,2
7069,'2016/09/28 23:46:46:763',30,2.109476,0.452628,-0.745775,-0.817677,0.245455,-0.10074,0.119225,-0.031424,-0.066856,0.383793,-0.012051,0.206035,0.287476,2
7070,'2016/09/28 23:46:46:779',30,2.11111,0.295028,-0.743411,-0.813391,0.276967,-0.157292,0.046991,0.05487,-0.052921,0.333553,0.023856,0.242555,0.223127,2
7071,'2016/09/28 23:46:46:795',30,2.083918,0.385533,-0.727026,-0.896275,0.284711,-0.127167,0.062853,-0.009958,0.016593,0.323011,-0.051653,0.261747,0.265603,2
7072,'2016/09/28 23:46:46:812',30,2.065152,0.474562,-0.74866,-0.888211,0.243155,-0.122652,0.070538,0.052688,-0.022558,0.356283,-0.115228,0.305206,0.31049,2
7073,'2016/09/28 23:46:46:830',30,2.040859,0.400159,-0.672771,-0.865,0.242003,-0.150115,0.045869,0.139934,-0.034416,0.295257,-0.048264,0.284307,0.251743,2
7074,'2016/09/28 23:46:46:846',30,2.055909,0.492331,-0.741041,-0.964841,0.368563,-0.151262,0.064666,0.145988,-0.071891,0.283189,0.038198,0.266107,0.308473,2
7075,'2016/09/28 23:46:46:862',30,2.046519,0.449261,-0.724786,-0.925021,0.289626,-0.084237,0.13172,-0.00248,0.022402,0.32377,-0.072496,0.364143,0.196139,2
7076,'2016/09/28 23:46:46:880',30,2.035236,0.433644,-0.702862,-0.993463,0.327725,-0.064982,0.136199,0.033372,-0.056392,0.354898,-0.021126,0.3487,0.226392,2
7077,'2016/09/28 23:46:46:896',30,2.010566,0.474338,-0.729076,-0.998386,0.270274,-0.003967,0.150875,0.009889,-0.067695,0.369006,-0.041496,0.36247,0.212118,2
7078,'2016/09/28 23:46:46:913',30,2.03737,0.423132,-0.736518,-1.029823,0.361812,-0.039677,0.151383,-0.04267,-0.040695,0.38306,-0.03625,0.342049,0.204244,2
7079,'2016/09/28 23:46:46:930',30,2.035916,0.420239,-0.710423,-0.979214,0.278917,-0.04979,0.228602,-0.060456,-0.024325,0.349425,-0.034057,0.268227,0.258856,2
7080,'2016/09/28 23:46:46:946',30,2.052421,0.394664,-0.756973,-0.940798,0.293924,-0.078871,0.153865,0.010714,-0.044343,0.272997,0.009117,0.329516,0.197353,2
7081,'2016/09/28 23:46:46:963',30,1.993585,0.346287,-0.62531,-0.965553,0.160964,0.019636,0.135339,-0.042022,0.010424,0.229601,-0.057628,0.402785,0.168795,2
7082,'2016/09/28 23:46:46:984',30,2.018689,0.376153,-0.716074,-0.920952,0.203128,0.021297,0.100464,-0.033656,0.016718,0.271146,-0.062343,0.440894,0.098072,2
7083,'2016/09/28 23:46:46:999',30,2.032892,0.472692,-0.670333,-0.962824,0.25451,-0.020379,0.196227,-0.072386,0.012403,0.261902,0.010048,0.303612,0.167792,2
7084,'2016/09/28 23:46:47:013',30,2.011599,0.434477,-0.696895,-0.923052,0.240599,-0.021856,0.169571,-0.041674,-0.00067,0.302958,0.002633,0.287154,0.187893,2
7085,'2016/09/28 23:46:47:029',30,2.017716,0.45341,-0.672184,-0.972942,0.257674,0.059004,0.078429,-0.049621,0.03321,0.281681,0.030289,0.303374,0.096921,2
7086,'2016/09/28 23:46:47:046',30,2.060197,0.4437,-0.686908,-0.97674,0.24559,0.068497,0.063011,-0.099056,0.159546,0.208771,-0.048424,0.439873,0.073366,2
7087,'2016/09/28 23:46:47:062',30,2.019856,0.396955,-0.658323,-0.979264,0.249705,0.041669,0.045486,-0.046251,0.066766,0.254466,-0.009941,0.358169,0.066303,2
7088,'2016/09/28 23:46:47:084',30,2.053428,0.454444,-0.740844,-0.995725,0.251537,0.036357,0.024587,-0.097577,0.132195,0.235172,-0.070612,0.357346,0.105897,2
7089,'2016/09/28 23:46:47:096',30,2.044953,0.445584,-0.733409,-0.976705,0.174999,0.005914,0.085517,-0.031884,0.035595,0.287593,-0.017376,0.30125,0.198626,2
7090,'2016/09/28 23:46:47:113',30,1.997378,0.425713,-0.631446,-1.070932,0.243732,-0.004672,0.119517,-0.083562,0.045426,0.315772,-0.043469,0.36672,0.150547,2
7091,'2016/09/28 23:46:47:130',30,2.054459,0.482242,-0.641695,-1.024019,0.167808,0.04296,0.090355,-0.044893,0.078929,0.203685,0.002592,0.351761,0.088145,2
7092,'2016/09/28 23:46:47:147',30,2.042256,0.457828,-0.693603,-0.950322,0.27009,-0.036889,0.091753,0.005149,0.034425,0.286242,-0.055223,0.331305,0.174637,2
7093,'2016/09/28 23:46:47:163',30,2.016876,0.511483,-0.627723,-1.064025,0.333188,0.001212,0.021331,0.077863,-0.019818,0.339877,-0.08034,0.230375,0.309273,2
7094,'2016/09/28 23:46:47:180',30,2.091202,0.479264,-0.611729,-1.003197,0.137657,0.151722,0.103225,-0.132067,0.10025,0.27155,-0.032619,0.322073,0.186176,2
7095,'2016/09/28 23:46:47:195',30,2.059112,0.495136,-0.729064,-0.962629,0.32398,-0.104932,0.156304,0.016228,-0.084287,0.29947,0.078633,0.199484,0.248276,2
7096,'2016/09/28 23:46:47:213',30,2.115338,0.476798,-0.747804,-0.925948,0.229805,0.016908,0.077691,-0.052702,0.032333,0.277413,-0.047883,0.288403,0.205444,2
7097,'2016/09/28 23:46:47:229',30,2.041667,0.503903,-0.647037,-0.974599,0.282855,0.015057,0.044291,-0.008107,0.022635,0.233269,0.019339,0.336707,0.182757,2
7098,'2016/09/28 23:46:47:246',30,2.094783,0.379057,-0.614234,-0.928798,0.251598,-0.038452,0.179804,-0.063825,-0.095393,0.43244,0.03204,0.221921,0.148379,2
7099,'2016/09/28 23:46:47:263',30,2.113459,0.436636,-0.664576,-0.872936,0.224411,0.032126,0.084933,-0.076271,0.065408,0.264815,0.094324,0.214003,0.199809,2
7100,'2016/09/28 23:46:47:279',30,2.087306,0.492236,-0.728584,-0.850437,0.241975,-0.068848,0.141664,-0.062662,0.019755,0.300872,0.034703,0.288155,0.16578,2
7101,'2016/09/28 23:46:47:296',30,2.043854,0.423978,-0.60504,-0.942022,0.144457,0.010614,0.147301,-0.055037,-0.018436,0.268045,0.072755,0.322073,0.179134,2
7102,'2016/09/28 23:46:47:313',30,2.03279,0.470295,-0.6533,-1.042339,0.288687,-0.01563,0.111418,-0.039673,0.043239,0.18516,0.10448,0.320634,0.089826,2
7103,'2016/09/28 23:46:47:329',30,2.04587,0.336402,-0.522171,-1.005623,0.156703,0.100711,0.102532,-0.042345,0.023384,0.24458,0.042392,0.328342,0.125882,2
7104,'2016/09/28 23:46:47:346',30,2.040134,0.434911,-0.626677,-1.016425,0.257701,0.15334,-0.030676,-0.01205,0.158735,0.214615,-0.034553,0.335916,0.238274,2
7105,'2016/09/28 23:46:47:362',30,2.050226,0.476127,-0.646127,-0.996992,0.305411,0.074868,0.036934,-0.028411,0.121907,0.155463,0.023242,0.327233,0.105096,2
7106,'2016/09/28 23:46:47:380',30,2.027994,0.387126,-0.725091,-0.825294,0.235898,-0.067854,0.111982,0.000956,-0.013151,0.236002,-0.015595,0.287588,0.238837,2
7107,'2016/09/28 23:46:47:396',30,2.070512,0.344787,-0.709233,-0.84261,0.227097,0.005604,0.039451,0.006577,0.001627,0.273574,0.032284,0.230838,0.294546,2
7108,'2016/09/28 23:46:47:413',30,2.1152,0.423114,-0.732039,-0.856331,0.294741,-0.021224,0.037855,0.002133,0.036575,0.253387,-0.014357,0.229436,0.326972,2
7109,'2016/09/28 23:46:47:429',30,2.110557,0.400897,-0.671153,-0.877993,0.166265,0.135511,0.07322,-0.129604,0.039212,0.36932,0.036534,0.15361,0.250846,2
7110,'2016/09/28 23:46:47:446',30,2.136874,0.386513,-0.729079,-0.824499,0.208243,0.036541,0.09938,-0.100119,0.062104,0.262856,0.05627,0.222129,0.209946,2
7111,'2016/09/28 23:46:47:462',30,2.070182,0.393271,-0.734209,-0.946494,0.267913,0.043797,-0.031543,-0.044756,0.092354,0.259122,-0.036289,0.303476,0.281345,2
