@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
9310,'2016/09/28 23:57:23:559',36,1.10492,-0.340721,0.280777,-0.214809,0.087829,-0.160517,0.126799,0.042086,0.261478,0.164916,0.203815,0.089189,0.203512,4
9311,'2016/09/28 23:57:23:574',36,0.92308,-0.476631,0.189084,-0.286807,0.097397,-0.070245,0.247368,0.097105,0.369149,0.218121,0.345605,0.186456,0.285892,4
9312,'2016/09/28 23:57:23:592',36,1.092779,-0.570625,0.169294,-0.359607,0.06262,-0.012087,0.328847,0.194772,0.183782,0.194881,0.18035,0.023493,0.05423,4
9313,'2016/09/28 23:57:23:608',36,1.152287,-0.652173,0.341875,-0.228195,0.016945,-0.076118,0.221001,-0.010867,0.191932,0.249911,0.272882,0.189861,0.110104,4
9314,'2016/09/28 23:57:23:624',36,1.224194,-0.463461,0.25308,-0.477627,0.006164,0.122094,0.334924,0.05031,0.219813,0.201038,0.299387,0.150933,0.123307,4
9315,'2016/09/28 23:57:23:641',36,0.415709,-0.415781,-0.183006,-0.082854,-0.00818,-0.095355,0.18859,0.210191,0.586945,0.339445,0.26755,0.21905,0.228869,4
9316,'2016/09/28 23:57:23:658',36,0.697035,0.062609,0.139005,-0.107521,-0.138561,0.154848,0.299056,0.083127,-0.049747,0.173209,0.202643,0.120316,0.047271,4
9317,'2016/09/28 23:57:23:674',36,0.587455,-0.550865,-0.212395,-0.15336,-0.114861,0.069699,0.325306,0.212755,0.295152,0.173766,0.201861,0.174367,0.187494,4
9318,'2016/09/28 23:57:23:692',36,0.730591,-0.264026,0.03846,-0.233015,-0.151276,-0.029673,0.086828,0.121856,0.391066,0.290993,0.210368,0.113439,0.228655,4
9319,'2016/09/28 23:57:23:708',36,0.802652,-0.338154,0.055435,0.052846,-0.017438,0.04534,0.146085,0.213336,0.223063,0.075785,0.179223,0.099149,0.023615,4
9320,'2016/09/28 23:57:23:725',36,0.882033,-0.177525,0.132114,-0.139089,-0.09155,-0.058837,0.162025,0.150125,0.138687,0.083562,0.134329,0.104437,0.218739,4
9321,'2016/09/28 23:57:23:741',36,0.800714,-0.422018,0.031559,-0.287595,-0.166798,0.082803,0.236501,0.144017,0.33064,0.128001,0.034735,0.060709,0.11238,4
9322,'2016/09/28 23:57:23:758',36,0.710804,-0.549966,-0.086069,-0.075005,0.127219,0.239447,0.269218,-0.038631,0.186832,0.091385,0.119613,0.141551,0.217739,4
9323,'2016/09/28 23:57:23:774',36,0.917234,-0.285066,0.073116,-0.009689,0.04036,-0.016676,0.22489,0.020198,0.074512,0.25344,0.089798,0.048879,0.128852,4
9324,'2016/09/28 23:57:23:792',36,0.832939,-0.417699,0.150087,-0.115729,-0.156985,-0.049164,0.13938,0.12701,0.251361,0.106519,0.149528,0.341099,0.288998,4
9325,'2016/09/28 23:57:23:808',36,0.813248,-0.469517,0.082318,-0.05211,-0.01622,0.036258,0.284664,0.045048,0.236869,0.157047,0.168916,0.013988,0.081208,4
9326,'2016/09/28 23:57:23:824',36,0.941743,-0.339529,0.001344,-0.148198,-0.160758,-0.062054,0.265974,0.052341,0.256421,0.17218,0.199691,0.279779,0.260354,4
9327,'2016/09/28 23:57:23:841',36,0.689489,-0.659176,0.014186,-0.19626,0.040996,0.076319,0.242586,0.052827,0.237357,0.258771,0.335481,0.206295,0.312288,4
9328,'2016/09/28 23:57:23:859',36,1.051661,-0.340874,-0.022472,-0.185763,0.156829,0.0898,0.13454,0.099238,0.295575,0.158083,-0.022673,0.033441,0.10296,4
9329,'2016/09/28 23:57:23:876',36,1.07867,-0.463092,-0.045882,-0.120396,0.010242,-0.105556,0.272135,0.155686,0.202543,0.077803,0.101235,0.070859,0.182257,4
9330,'2016/09/28 23:57:23:891',36,0.920487,-0.427702,0.174535,-0.203502,0.05706,-0.238221,0.191385,0.069978,0.139082,0.199977,0.24328,0.115351,0.177699,4
9331,'2016/09/28 23:57:23:908',36,0.695823,-0.475649,-0.347098,-0.161961,-0.134587,-0.066759,0.319215,0.20843,0.327253,0.177322,0.212664,0.277488,0.152382,4
9332,'2016/09/28 23:57:23:924',36,1.006278,-0.561332,0.025517,-0.092586,-0.139841,0.048508,0.22714,0.058453,0.304989,0.14719,0.170456,0.154783,0.279152,4
9333,'2016/09/28 23:57:23:941',36,1.038324,-0.553037,0.156875,-0.24107,-0.044201,-0.177513,0.215935,0.140741,0.393747,0.038732,0.201529,0.121141,0.349566,4
9334,'2016/09/28 23:57:23:957',36,1.146574,-0.576642,0.133905,-0.233582,0.106099,-0.136507,0.335151,-0.03784,0.250051,0.127434,0.132927,0.216183,0.249001,4
9335,'2016/09/28 23:57:23:975',36,1.110475,-0.647652,0.226038,-0.261782,0.036664,0.020927,0.209792,0.076289,0.380952,0.220125,0.224821,0.130753,0.282712,4
9336,'2016/09/28 23:57:23:991',36,1.206532,-0.630102,0.17458,-0.314269,0.078913,-0.08824,0.033957,-0.088585,0.331085,0.100109,0.133174,0.272779,0.326962,4
9337,'2016/09/28 23:57:24:007',36,1.186196,-0.81309,0.305266,-0.343984,0.03267,-0.022897,0.163725,-0.000063,0.239107,0.093706,0.101174,0.231576,0.310561,4
9338,'2016/09/28 23:57:24:024',36,1.271539,-0.704999,0.126127,-0.210658,-0.161168,0.064878,0.259622,0.055018,0.339033,0.220108,0.04838,0.072118,0.167414,4
9339,'2016/09/28 23:57:24:041',36,1.259233,-0.699775,0.146034,-0.177377,-0.059058,0.125651,0.314374,0.083033,0.11391,-0.00138,0.264953,0.253863,0.191085,4
9340,'2016/09/28 23:57:24:057',36,1.258479,-0.799818,0.148777,-0.096909,-0.068244,0.089149,0.255199,0.111989,0.302064,0.150189,0.078666,0.110443,0.248634,4
9341,'2016/09/28 23:57:24:074',36,1.429155,-0.731087,0.290107,-0.115198,-0.105776,-0.114745,0.118355,0.068795,0.245647,0.217088,0.170529,0.229863,0.127786,4
9342,'2016/09/28 23:57:24:091',36,1.356646,-0.745486,0.139636,-0.235818,-0.028284,0.111493,0.160126,0.096171,0.316997,0.056092,0.279736,0.285682,0.165618,4
9343,'2016/09/28 23:57:24:108',36,1.210202,-0.681116,0.039748,-0.106508,-0.009059,0.007383,0.209382,0.072428,0.40751,0.060239,0.207245,0.287008,0.097558,4
9344,'2016/09/28 23:57:24:125',36,1.435485,-0.602855,-0.113202,-0.107615,-0.021436,-0.078209,0.164709,0.113654,0.187376,0.206692,0.259899,0.303074,0.263078,4
9345,'2016/09/28 23:57:24:142',36,1.339337,-0.921821,0.001193,-0.104573,-0.16921,0.104135,0.368802,0.217771,0.331768,0.328207,0.137489,0.229955,0.226655,4
9346,'2016/09/28 23:57:24:158',36,1.318357,-0.677315,0.14091,-0.14255,0.080484,0.200544,0.222549,0.11707,0.127139,0.02805,0.220456,0.438052,0.275254,4
9347,'2016/09/28 23:57:24:175',36,1.270543,-0.725483,-0.038298,-0.172229,-0.070424,0.293346,0.317546,0.243288,0.328321,0.124036,0.152796,0.176251,0.266275,4
9348,'2016/09/28 23:57:24:192',36,1.202614,-0.647877,-0.076889,-0.161444,-0.092789,0.102562,0.402469,0.285752,0.334984,0.215553,0.306866,0.326279,0.201479,4
9349,'2016/09/28 23:57:24:209',36,1.41382,-0.4741,-0.164097,-0.408191,-0.208041,0.008165,0.236184,0.079015,0.247479,0.296554,0.220076,0.350502,0.228007,4
9350,'2016/09/28 23:57:24:224',36,1.467953,-0.399975,-0.240771,-0.422426,-0.072544,0.143334,0.281603,0.247291,0.213566,0.277984,0.286371,0.319505,0.246917,4
9351,'2016/09/28 23:57:24:242',36,1.245738,-0.508231,-0.086046,-0.223006,-0.034224,0.073117,0.340355,0.304635,0.291579,0.240298,0.252532,0.224741,0.173749,4
9352,'2016/09/28 23:57:24:258',36,1.472567,-0.234362,0.064033,-0.278315,-0.173775,-0.061106,0.018529,0.02523,0.312055,0.142751,0.167998,0.379636,0.1955,4
9353,'2016/09/28 23:57:24:275',36,1.266088,-0.353302,-0.042605,-0.203093,-0.188277,-0.030103,0.248261,0.206695,0.298476,0.212288,0.26007,0.315003,0.310007,4
9354,'2016/09/28 23:57:24:291',36,1.128429,-0.424631,0.089323,-0.268289,-0.234275,0.13433,0.290412,0.109944,0.37298,0.149773,0.084072,0.302126,0.338549,4
9355,'2016/09/28 23:57:24:308',36,1.191079,-0.369604,0.107319,0.035711,0.028123,0.10297,0.055613,0.065502,0.30058,0.350567,0.259467,0.297981,0.268144,4
9356,'2016/09/28 23:57:24:324',36,1.15751,-0.307018,-0.014885,-0.14339,0.094855,0.133726,0.141962,0.116962,0.154008,0.252192,0.221047,0.350637,0.347827,4
9357,'2016/09/28 23:57:24:342',36,1.127747,-0.362926,0.057331,0.014292,-0.001676,0.051407,0.248268,0.295721,0.335814,0.304423,0.19,0.28052,0.280285,4
9358,'2016/09/28 23:57:24:358',36,0.964429,-0.365623,0.02224,-0.073564,0.204256,0.315877,0.460304,0.288366,0.211206,0.264496,0.220408,0.17824,0.311438,4
9359,'2016/09/28 23:57:24:374',36,1.141477,-0.290584,0.135192,-0.084707,0.053187,0.193337,0.170354,0.301043,0.309652,0.191517,0.309326,0.351518,0.303697,4
9360,'2016/09/28 23:57:24:391',36,1.102461,-0.36183,0.172984,-0.043989,-0.022938,0.316541,0.305848,0.268736,0.228082,0.242772,0.208828,0.299531,0.269622,4
9361,'2016/09/28 23:57:24:408',36,1.151312,-0.400212,-0.079694,-0.138051,-0.046783,0.008321,0.137015,0.355592,0.389217,0.27818,0.231898,0.30748,0.281799,4
9362,'2016/09/28 23:57:24:424',36,1.083185,-0.189667,0.045232,0.095877,0.1778,0.259467,0.298696,0.269705,0.189886,0.248625,0.142814,0.203113,0.188348,4
9363,'2016/09/28 23:57:24:441',36,1.059058,-0.216592,0.153905,0.332696,0.215675,0.197808,0.391365,0.20868,0.172501,0.192189,0.139629,0.308122,0.244633,4
9364,'2016/09/28 23:57:24:458',36,1.172615,-0.218042,0.064277,-0.04584,0.076223,0.114319,0.154248,0.208636,0.440363,0.474275,0.165359,0.204918,0.347697,4
9365,'2016/09/28 23:57:24:476',36,1.22136,-0.214187,0.034283,-0.11356,-0.101583,0.081857,0.315835,0.175141,0.271085,0.374337,0.346534,0.314903,0.377662,4
9366,'2016/09/28 23:57:24:491',36,1.039976,-0.145785,0.020549,-0.047767,-0.089724,0.175771,0.380957,0.258328,0.31383,0.319418,0.193853,0.334337,0.410096,4
9367,'2016/09/29 00:24:21:026',37,0.910709,0.50429,0.28693,0.442205,0.239468,0.237387,0.491751,0.183447,0.22554,0.233095,0.128296,0.3373,0.326229,4
9368,'2016/09/29 00:24:21:043',37,0.891166,0.302642,0.158069,0.187108,0.126742,0.304773,0.414155,0.296903,0.322253,0.140521,0.073401,0.206817,0.454356,4
9369,'2016/09/29 00:24:21:060',37,1.039245,0.45708,0.323673,0.196023,0.113598,0.199767,0.394873,0.287855,0.197698,0.185759,0.188791,0.249445,0.351626,4
9370,'2016/09/29 00:24:21:076',37,0.818131,0.116541,0.1894,0.271345,0.100138,0.355321,0.590623,0.30146,0.228548,0.277458,0.028851,0.157617,0.4624,4
9371,'2016/09/29 00:24:21:103',37,0.865412,0.383248,0.249104,0.273112,0.199009,0.300067,0.519596,0.306135,0.291466,0.22375,0.152191,0.170817,0.215707,4
9372,'2016/09/29 00:24:21:110',37,0.901302,0.305133,0.300184,0.259035,0.026604,0.195007,0.443269,0.233084,0.212037,0.410615,0.261393,0.037182,0.426355,4
9373,'2016/09/29 00:24:21:127',37,0.841943,0.142483,0.30442,0.358803,0.075519,0.328017,0.468027,0.144415,0.158453,0.356792,0.145237,0.170394,0.513044,4
9374,'2016/09/29 00:24:21:143',37,0.794477,0.147288,0.167555,0.293519,0.182993,0.347369,0.516036,0.296334,0.270433,0.387666,0.205765,0.144618,0.396016,4
9375,'2016/09/29 00:24:21:160',37,0.765038,0.151992,0.373524,0.317808,0.182235,0.291477,0.497966,0.346105,0.191731,0.182617,0.142412,0.286525,0.409404,4
9376,'2016/09/29 00:24:21:177',37,0.768682,0.074181,0.20325,0.351595,-0.001014,-0.032375,0.382323,0.364648,0.32741,0.357155,0.455485,0.348566,0.401268,4
9377,'2016/09/29 00:24:21:193',37,0.698622,0.154812,0.35849,0.371929,0.349608,0.444433,0.587927,0.367531,0.278994,0.176957,0.011608,0.094422,0.371543,4
9378,'2016/09/29 00:24:21:210',37,0.673943,0.305211,0.371596,0.283315,0.263725,0.238213,0.359002,0.202368,0.147485,0.200196,0.242774,0.32517,0.573189,4
9379,'2016/09/29 00:24:21:227',37,0.822567,0.523459,0.273498,0.314828,0.222777,0.199268,0.43427,0.23699,0.164185,0.358201,0.147228,0.150316,0.46439,4
9380,'2016/09/29 00:24:21:243',37,0.861413,0.491436,0.183203,0.269174,0.134355,0.218898,0.341876,0.138868,0.223884,0.357865,0.271489,0.350405,0.398582,4
9381,'2016/09/29 00:24:21:260',37,0.845592,0.498748,0.299929,0.389125,0.238806,0.233838,0.210965,0.084503,0.180266,0.357252,0.3077,0.193802,0.287695,4
9382,'2016/09/29 00:24:21:276',37,0.815727,0.391191,0.335954,0.24887,0.197847,0.386881,0.43776,0.325839,0.225537,0.310936,0.189632,0.152525,0.281403,4
9383,'2016/09/29 00:24:21:293',37,0.848307,0.396068,0.386021,0.325839,0.11342,0.132779,0.529249,0.391696,0.192857,0.193867,0.161603,0.19025,0.293092,4
9384,'2016/09/29 00:24:21:310',37,0.937062,0.456392,0.33692,0.514614,0.292878,0.235843,0.243494,0.148758,0.155614,0.22332,0.241503,0.224891,0.348381,4
9385,'2016/09/29 00:24:21:326',37,0.88758,0.382726,0.313575,0.594013,0.310973,0.116887,0.263946,0.201426,0.124648,0.17896,0.254394,0.383537,0.339851,4
9386,'2016/09/29 00:24:21:343',37,0.859117,0.56822,0.49065,0.463773,0.180731,0.196482,0.269607,0.167589,0.158696,0.250691,0.288243,0.366626,0.286857,4
9387,'2016/09/29 00:24:21:360',37,0.79442,0.389513,0.303479,0.644886,0.429191,0.144932,0.128352,0.083419,0.144883,0.350381,0.378934,0.291556,0.364622,4
9388,'2016/09/29 00:24:21:377',37,0.93928,0.332101,0.282293,0.378401,0.132365,0.279173,0.30882,0.143633,0.255103,0.288544,0.326963,0.266404,0.335993,4
9389,'2016/09/29 00:24:21:394',37,0.869057,0.431703,0.405966,0.457565,0.414141,0.338623,0.273401,0.057155,0.206739,0.256113,0.19615,0.16732,0.300532,4
9390,'2016/09/29 00:24:21:410',37,0.787423,0.406255,0.323607,0.336968,0.291062,0.253224,0.314967,0.145294,0.070147,0.367729,0.347579,0.259749,0.373991,4
9391,'2016/09/29 00:24:21:427',37,0.818491,0.454428,0.371376,0.358721,0.303713,0.167927,0.302454,0.19285,0.13836,0.22973,0.233428,0.258157,0.433537,4
9392,'2016/09/29 00:24:21:444',37,0.720831,0.488792,0.288753,0.143126,0.182166,0.289666,0.250732,0.161658,0.189006,0.350769,0.295057,0.315713,0.421945,4
9393,'2016/09/29 00:24:21:460',37,0.712405,0.237558,0.025172,0.250524,0.144638,0.044425,0.176605,0.305179,0.415172,0.424268,0.268722,0.451917,0.395131,4
9394,'2016/09/29 00:24:21:477',37,0.854885,0.386018,0.358065,0.359049,0.301065,0.109256,0.191716,0.254612,0.386112,0.413686,0.310942,0.198298,0.289268,4
9395,'2016/09/29 00:24:21:493',37,0.891029,0.294376,0.263875,0.438124,0.188737,0.092741,0.047073,0.185005,0.214831,0.311023,0.280595,0.33162,0.445875,4
9396,'2016/09/29 00:24:21:510',37,0.886255,0.560395,0.288343,0.342225,0.169001,0.161261,0.272747,0.138829,0.196484,0.41138,0.315934,0.271961,0.351843,4
9397,'2016/09/29 00:24:21:527',37,0.440514,0.070907,0.165839,0.350055,0.191725,0.210864,0.388649,0.49009,0.440547,0.33206,0.278368,0.264601,0.44756,4
9398,'2016/09/29 00:24:21:544',37,0.807624,0.265523,0.271773,0.528391,0.382963,0.173248,0.133457,0.206181,0.228491,0.303306,0.340026,0.205263,0.341617,4
9399,'2016/09/29 00:24:21:560',37,0.799587,0.420179,0.322116,0.515653,0.496499,0.272001,0.294845,0.202619,0.215463,0.222153,0.092733,0.21822,0.442225,4
9400,'2016/09/29 00:24:21:576',37,0.865663,0.514525,0.283785,0.424889,0.278809,0.298488,0.358621,0.19152,0.125579,0.286578,0.20672,0.139879,0.195308,4
9401,'2016/09/29 00:24:21:593',37,0.863445,0.439746,0.440374,0.586609,0.336905,0.107588,0.216393,0.256924,0.181162,0.183318,0.242386,0.270122,0.29371,4
9402,'2016/09/29 00:24:21:610',37,0.892697,0.599384,0.465271,0.346724,0.087198,0.150509,0.205674,0.130747,0.174968,0.360119,0.380256,0.134319,0.258511,4
9403,'2016/09/29 00:24:21:626',37,0.83341,0.444612,0.166591,0.410722,0.355511,0.286851,0.206859,0.210551,0.193797,0.196675,0.342118,0.271988,0.416451,4
9404,'2016/09/29 00:24:21:644',37,0.838044,0.43058,0.51716,0.43104,0.298635,0.180357,0.309316,0.417204,0.375204,0.089229,0.063517,0.191613,0.363943,4
9405,'2016/09/29 00:24:21:660',37,0.843473,0.257638,0.230362,0.402012,0.270644,0.181555,0.223016,0.26873,0.331757,0.313909,0.252812,0.257864,0.331108,4
9406,'2016/09/29 00:24:21:676',37,0.957965,0.623466,0.42913,0.32335,0.151754,0.07592,0.274958,0.289294,0.229342,0.15817,0.224326,0.262412,0.326241,4
9407,'2016/09/29 00:24:21:693',37,0.712604,0.24246,0.28742,0.436286,0.242516,0.142606,0.15021,0.058713,0.251269,0.481075,0.343059,0.308454,0.472298,4
9408,'2016/09/29 00:24:21:710',37,0.878885,0.299428,0.319843,0.448479,0.268138,0.209227,0.419275,0.239784,0.125244,0.379035,0.309702,0.154124,0.253509,4
9409,'2016/09/29 00:24:21:727',37,0.776011,0.328671,0.377104,0.429145,0.027214,0.072805,0.506108,0.33181,0.216331,0.319242,0.299713,0.227007,0.250135,4
9410,'2016/09/29 00:24:21:743',37,0.743274,0.176173,0.405408,0.486227,0.080922,0.272097,0.636154,0.197522,0.152472,0.377713,0.282149,0.074332,0.256584,4
9411,'2016/09/29 00:24:21:760',37,0.902307,0.35694,0.398941,0.438293,0.109187,0.165338,0.268838,0.092243,0.069791,0.377893,0.41949,0.222126,0.257299,4
9412,'2016/09/29 00:24:21:777',37,0.734256,0.278008,0.334243,0.286804,0.072032,0.227127,0.46552,0.275792,0.182187,0.471446,0.477515,0.386485,0.241032,4
9413,'2016/09/29 00:24:21:794',37,0.895962,0.350953,0.424907,0.308684,0.082786,0.09831,0.371421,0.258268,0.119369,0.260798,0.385931,0.315748,0.237945,4
9414,'2016/09/29 00:24:21:811',37,0.781008,0.192218,0.195416,0.338765,0.028635,0.113898,0.430621,0.248379,0.171189,0.403607,0.535407,0.317016,0.257171,4
9415,'2016/09/29 00:24:21:827',37,0.732465,0.094891,0.437433,0.501476,0.143773,0.112211,0.309226,0.348208,0.297042,0.257995,0.337582,0.246467,0.255811,4
9416,'2016/09/29 00:24:21:844',37,0.61882,-0.004052,0.400773,0.579396,0.281991,0.16493,0.548286,0.569962,0.227591,0.127439,0.245277,0.42503,0.251325,4
9417,'2016/09/29 00:24:21:860',37,0.932284,0.176423,0.303836,0.588107,0.06332,-0.064582,0.267127,0.426246,0.109632,0.13157,0.348129,0.40277,0.308882,4
9418,'2016/09/29 00:24:21:877',37,0.751784,0.212126,0.343403,0.512083,0.258147,0.263227,0.432969,0.366793,0.18777,0.138347,0.289163,0.242389,0.325756,4
9419,'2016/09/29 00:24:21:893',37,0.695422,0.10508,0.340681,0.50496,0.193006,0.160752,0.406417,0.49737,0.236047,0.194226,0.144413,0.265673,0.286268,4
9420,'2016/09/29 00:24:21:910',37,0.828646,0.291011,0.415839,0.544338,0.113511,-0.013869,0.386259,0.367137,0.112284,0.195584,0.397989,0.369627,0.33165,4
9421,'2016/09/29 00:24:21:927',37,0.830613,0.305343,0.352654,0.565442,0.091555,-0.016078,0.356005,0.519831,0.240009,0.096773,0.369439,0.323753,0.238722,4
9422,'2016/09/29 00:24:21:944',37,0.752334,0.242751,0.397294,0.479608,0.386887,0.051112,0.342954,0.403231,0.148761,0.028806,0.34985,0.443361,0.313925,4
9423,'2016/09/29 00:24:21:960',37,0.685375,0.21764,0.477807,0.622696,0.296782,0.037498,0.220713,0.436202,0.242038,0.183339,0.420799,0.401506,0.41432,4
9424,'2016/09/29 00:24:21:977',37,0.914985,0.181966,0.22555,0.42268,0.302004,0.173431,0.338366,0.39025,0.243621,0.077829,0.219978,0.343347,0.29515,4
9425,'2016/09/29 00:24:21:993',37,0.900994,0.260459,0.381371,0.636821,0.239447,-0.008342,0.124377,0.343859,0.18054,0.311456,0.379588,0.264316,0.267146,4
9426,'2016/09/29 00:24:22:011',37,0.808065,0.373743,0.435648,0.538729,0.24867,0.126279,0.354237,0.302943,0.069914,0.08007,0.311846,0.467102,0.314705,4
9427,'2016/09/29 00:24:22:027',37,0.764974,0.224397,0.32915,0.514993,0.316614,0.160671,0.424742,0.44734,0.236878,0.065499,0.344409,0.390108,0.126021,4
9428,'2016/09/29 00:24:22:043',37,0.879202,0.327203,0.387605,0.439544,0.331673,0.313455,0.315873,0.182414,0.170881,0.148933,0.217622,0.234778,0.446759,4
9429,'2016/09/29 00:24:22:060',37,0.876974,0.272213,0.405905,0.468491,0.209066,0.129895,0.359946,0.335566,0.14953,0.127438,0.312019,0.278159,0.335684,4
9430,'2016/09/29 00:24:22:076',37,0.809896,0.204791,0.31971,0.653487,0.379476,0.144569,0.287026,0.285595,0.141741,0.107911,0.312596,0.273875,0.343595,4
9431,'2016/09/29 00:24:22:094',37,0.93047,0.32682,0.292668,0.451196,0.331394,0.147728,0.34042,0.34151,0.208346,0.200535,0.157302,0.330052,0.270929,4
9432,'2016/09/29 00:24:22:120',37,0.906621,0.204273,0.040904,0.277532,0.294258,0.00522,0.336623,0.425471,0.220023,0.199455,0.289775,0.315282,0.54077,4
9433,'2016/09/29 00:24:22:126',37,0.906621,0.204273,0.040904,0.277532,0.294258,0.00522,0.336623,0.425471,0.220023,0.199455,0.289775,0.315282,0.54077,4
9434,'2016/09/29 00:24:22:143',37,0.703809,-0.059497,-0.09507,0.180777,0.262736,0.328418,0.51724,0.452087,0.400156,0.264272,0.171673,0.302365,0.416891,4
9435,'2016/09/29 00:24:22:160',37,1.006165,0.168858,0.045374,0.133997,0.185862,0.195813,0.346135,0.544391,0.362857,0.136733,0.165573,0.257534,0.362428,4
9436,'2016/09/29 00:24:22:177',37,1.17385,0.133463,-0.194205,0.102861,0.112601,0.087469,0.479266,0.588742,0.290899,0.076082,0.057366,0.384288,0.474041,4
9437,'2016/09/29 00:24:22:194',37,0.95349,0.019169,-0.062999,0.022193,0.19276,0.207265,0.445053,0.601949,0.386761,0.085968,0.19325,0.361109,0.373214,4
9438,'2016/09/29 00:24:22:210',37,1.180554,0.095131,-0.153755,0.157129,0.182383,0.030339,0.316452,0.498626,0.256327,0.086663,0.257664,0.373083,0.464402,4
9439,'2016/09/29 00:24:22:227',37,0.982754,-0.006637,0.034581,0.262902,0.073397,0.131855,0.378128,0.618052,0.458585,0.104532,0.148431,0.363413,0.357605,4
9440,'2016/09/29 00:24:22:243',37,0.865434,-0.016214,0.059119,0.382425,0.337547,0.198213,0.430406,0.451899,0.283276,0.091157,0.066208,0.188135,0.51705,4
9441,'2016/09/29 00:24:22:260',37,1.009606,0.182766,0.037329,0.277214,0.249677,0.080664,0.14473,0.371938,0.383136,0.228327,0.029637,0.268354,0.503739,4
9442,'2016/09/29 00:24:22:277',37,0.936602,0.068986,0.07703,0.464524,0.380992,0.025548,0.135828,0.438673,0.492983,0.201248,-0.018882,0.19206,0.471954,4
9443,'2016/09/29 00:24:22:294',37,1.038867,-0.005039,-0.15611,0.263339,0.2431,0.345176,0.524903,0.629863,0.51143,-0.01665,-0.010537,0.205375,0.45988,4
9444,'2016/09/29 00:24:22:311',37,0.930664,0.054156,-0.204753,0.240738,0.315686,-0.051821,0.096255,0.638803,0.448623,0.096377,0.091697,0.340184,0.462935,4
9445,'2016/09/29 00:24:22:327',37,0.975781,0.220889,0.263195,0.477925,0.403906,0.094105,0.205503,0.353314,0.341173,0.252116,0.228373,0.151542,0.268037,4
9446,'2016/09/29 00:24:22:343',37,0.961253,0.055457,-0.041823,0.256144,0.228257,0.176849,0.321585,0.438079,0.337037,0.222586,0.311335,0.384818,0.413969,4
9447,'2016/09/29 00:24:22:360',37,1.031966,0.284552,0.176476,0.275353,0.372695,0.087158,0.2462,0.362725,0.319547,0.03051,0.05177,0.287354,0.374247,4
9448,'2016/09/29 00:24:22:376',37,1.041432,0.089316,-0.128062,0.157647,0.259265,0.235222,0.365142,0.312961,0.400763,0.269001,0.173587,0.40478,0.478589,4
9449,'2016/09/29 00:24:22:393',37,0.989023,0.169714,-0.080637,0.256606,0.394206,0.290051,0.288355,0.285122,0.322714,0.217793,0.191614,0.300028,0.342687,4
9450,'2016/09/29 00:24:22:410',37,0.930435,0.388239,0.270786,0.324142,0.193646,-0.008614,0.113485,0.409552,0.430274,0.327502,0.236844,0.114382,0.336852,4
9451,'2016/09/29 00:24:22:427',37,0.999354,0.20875,0.049091,0.2122,0.235985,0.285701,0.409337,0.379156,0.282906,0.304254,0.025603,0.117981,0.43925,4
9452,'2016/09/29 00:24:22:443',37,1.099682,0.24902,0.050465,0.166935,0.180272,0.173541,0.324856,0.301699,0.294874,0.270486,0.311264,0.329935,0.306682,4
9453,'2016/09/29 00:24:22:461',37,0.883294,0.24107,0.170462,0.207978,0.421411,0.108287,0.126173,0.169581,0.346045,0.389275,0.250819,0.390736,0.467445,4
9454,'2016/09/29 00:24:22:477',37,0.899273,0.238134,0.120025,0.16401,0.131494,-0.02617,0.303501,0.451729,0.362715,0.287171,0.264663,0.170292,0.463621,4
9455,'2016/09/29 00:24:22:494',37,0.978882,0.460682,0.073255,0.263203,0.262496,0.183668,0.243696,0.358948,0.367342,0.211129,0.230156,0.358244,0.303682,4
9456,'2016/09/29 00:24:22:510',37,0.924783,0.383401,0.108433,0.306775,0.219961,0.155269,0.283058,0.446232,0.527793,0.202027,0.040254,0.1607,0.288734,4
9457,'2016/09/29 00:24:22:527',37,0.883521,0.181299,0.076705,0.271661,0.36622,0.297412,0.320359,0.302507,0.26073,0.297747,0.257505,0.259708,0.262658,4
9458,'2016/09/29 00:24:22:544',37,0.923074,0.243275,0.111357,0.32012,0.261488,0.242345,0.279952,0.222672,0.252897,0.223545,0.145095,0.244592,0.491232,4
9459,'2016/09/29 00:24:22:561',37,0.8954,0.211572,0.081982,0.371568,0.307707,0.186895,0.280529,0.246972,0.267915,0.276764,0.174369,0.297376,0.451094,4
9460,'2016/09/29 00:24:22:577',37,0.928954,0.415118,0.231202,0.420254,0.25866,0.085876,0.172871,0.285786,0.377457,0.319663,0.29886,0.273901,0.270201,4
9461,'2016/09/29 00:24:22:594',37,0.866722,0.06403,0.095469,0.339472,0.348592,0.160274,0.193728,0.374875,0.400153,0.133076,0.139452,0.292169,0.478675,4
9462,'2016/09/29 00:24:22:610',37,0.940847,0.355966,0.194385,0.407252,0.264205,0.122397,0.253266,0.453699,0.238002,0.182696,0.12342,0.133926,0.40537,4
